,identifier,source,annotation
20698,P23886,Gene Ontology (cellular component),ATP-binding cassette (ABC) transporter complex [GO:0043190]
20699,P23886,Gene Ontology (molecular function),ABC-type heme transporter activity [GO:0015439]
20700,P23886,Gene Ontology (molecular function), ATP binding [GO:0005524]
20701,P23886,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
20702,P23886,Gene Ontology (molecular function), ATPase-coupled transmembrane transporter activity [GO:0042626]
20703,P23886,Gene Ontology (cellular component)," ATP-binding cassette (ABC) transporter complex, integrated substrate binding [GO:0055051]"
20704,P23886,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20705,P23886,Gene Ontology (biological process), cysteine export across plasma membrane [GO:0033228]
20706,P23886,Gene Ontology (biological process), cytochrome biosynthetic process [GO:1903605]
20707,P23886,Gene Ontology (biological process), glutathione transmembrane transport [GO:0034775]
20708,P23886,Gene Ontology (biological process), heme transmembrane transport [GO:0035351]
20709,CYDC_ECOLI,Gene Ontology (biological process),cell redox homeostasis [GO:0045454]
20710,CYDC_ECOLI,Gene Ontology (cellular component),ATP-binding cassette (ABC) transporter complex [GO:0043190]
20711,CYDC_ECOLI,Gene Ontology (molecular function),ABC-type heme transporter activity [GO:0015439]
20712,CYDC_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
20713,CYDC_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
20714,CYDC_ECOLI,Gene Ontology (molecular function), ATPase-coupled transmembrane transporter activity [GO:0042626]
20715,CYDC_ECOLI,Gene Ontology (cellular component)," ATP-binding cassette (ABC) transporter complex, integrated substrate binding [GO:0055051]"
20716,CYDC_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20717,CYDC_ECOLI,Gene Ontology (biological process), cysteine export across plasma membrane [GO:0033228]
20718,CYDC_ECOLI,Gene Ontology (biological process), cytochrome biosynthetic process [GO:1903605]
20719,CYDC_ECOLI,Gene Ontology (biological process), glutathione transmembrane transport [GO:0034775]
20720,CYDC_ECOLI,Gene Ontology (biological process), heme transmembrane transport [GO:0035351]
20721,P23890,Gene Ontology (biological process),positive regulation of DNA-templated transcription [GO:0045893]
20722,P23890,Gene Ontology (cellular component),cytosol [GO:0005829]
20723,P23890,Gene Ontology (molecular function),phosphorelay response regulator activity [GO:0000156]
20724,P23890,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
20725,P23890,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
20726,P23890,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20727,P23890,Gene Ontology (cellular component), protein-DNA complex [GO:0032993]
20728,P23890,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
20729,CADC_ECOLI,Gene Ontology (biological process),positive regulation of DNA-templated transcription [GO:0045893]
20730,CADC_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
20731,CADC_ECOLI,Gene Ontology (molecular function),phosphorelay response regulator activity [GO:0000156]
20732,CADC_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
20733,CADC_ECOLI,Gene Ontology (molecular function), transcription cis-regulatory region binding [GO:0000976]
20734,CADC_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20735,CADC_ECOLI,Gene Ontology (cellular component), protein-DNA complex [GO:0032993]
20736,CADC_ECOLI,Gene Ontology (biological process), regulation of DNA-templated transcription [GO:0006355]
20737,P23893,Gene Ontology (biological process),protoporphyrinogen IX biosynthetic process [GO:0006782]
20738,P23893,Gene Ontology (cellular component),cytosol [GO:0005829]
20739,P23893,Gene Ontology (molecular function),"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]"
20740,P23893,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
20741,P23893,Gene Ontology (molecular function), pyridoxal phosphate binding [GO:0030170]
20742,P23893,Gene Ontology (molecular function), transaminase activity [GO:0008483]
20743,GSA_ECOLI,Gene Ontology (biological process),protoporphyrinogen IX biosynthetic process [GO:0006782]
20744,GSA_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
20745,GSA_ECOLI,Gene Ontology (molecular function),"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]"
20746,GSA_ECOLI,Gene Ontology (molecular function), protein homodimerization activity [GO:0042803]
20747,GSA_ECOLI,Gene Ontology (molecular function), pyridoxal phosphate binding [GO:0030170]
20748,GSA_ECOLI,Gene Ontology (molecular function), transaminase activity [GO:0008483]
20749,P23894,Gene Ontology (biological process),proteolysis [GO:0006508]
20750,P23894,Gene Ontology (cellular component),membrane [GO:0016020]
20751,P23894,Gene Ontology (molecular function),metalloendopeptidase activity [GO:0004222]
20752,P23894,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
20753,P23894,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20754,P23894,Gene Ontology (biological process), response to temperature stimulus [GO:0009266]
20755,HTPX_ECOLI,Gene Ontology (biological process),proteolysis [GO:0006508]
20756,HTPX_ECOLI,Gene Ontology (cellular component),membrane [GO:0016020]
20757,HTPX_ECOLI,Gene Ontology (molecular function),metalloendopeptidase activity [GO:0004222]
20758,HTPX_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
20759,HTPX_ECOLI,Gene Ontology (cellular component), plasma membrane [GO:0005886]
20760,HTPX_ECOLI,Gene Ontology (biological process), response to temperature stimulus [GO:0009266]
20761,P23908,Gene Ontology (biological process),L-arginine biosynthetic process [GO:0006526]
20762,P23908,Gene Ontology (cellular component),cytoplasm [GO:0005737]
20763,P23908,Gene Ontology (molecular function),acetylornithine deacetylase activity [GO:0008777]
20764,P23908,Gene Ontology (molecular function), cobalt ion binding [GO:0050897]
20765,P23908,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
20766,ARGE_ECOLI,Gene Ontology (biological process),L-arginine biosynthetic process [GO:0006526]
20767,ARGE_ECOLI,Gene Ontology (cellular component),cytoplasm [GO:0005737]
20768,ARGE_ECOLI,Gene Ontology (molecular function),acetylornithine deacetylase activity [GO:0008777]
20769,ARGE_ECOLI,Gene Ontology (molecular function), cobalt ion binding [GO:0050897]
20770,ARGE_ECOLI,Gene Ontology (molecular function), zinc ion binding [GO:0008270]
20771,P23909,Gene Ontology (biological process),DNA damage response [GO:0006974]
20772,P23909,Gene Ontology (cellular component),cytosol [GO:0005829]
20773,P23909,Gene Ontology (molecular function),adenine/cytosine mispair binding [GO:0032136]
20774,P23909,Gene Ontology (molecular function), ADP binding [GO:0043531]
20775,P23909,Gene Ontology (molecular function), ATP binding [GO:0005524]
20776,P23909,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
20777,P23909,Gene Ontology (molecular function), ATP-dependent DNA damage sensor activity [GO:0140664]
20778,P23909,Gene Ontology (molecular function), damaged DNA binding [GO:0003684]
20779,P23909,Gene Ontology (molecular function)," DNA binding, bending [GO:0008301]"
20780,P23909,Gene Ontology (molecular function), identical protein binding [GO:0042802]
20781,P23909,Gene Ontology (molecular function), mismatched DNA binding [GO:0030983]
20782,P23909,Gene Ontology (cellular component), mismatch repair complex [GO:0032300]
20783,P23909,Gene Ontology (cellular component), MutS complex [GO:1990710]
20784,P23909,Gene Ontology (biological process), mismatch repair [GO:0006298]
20785,P23909,Gene Ontology (biological process), regulation of DNA recombination [GO:0000018]
20786,MUTS_ECOLI,Gene Ontology (biological process),DNA damage response [GO:0006974]
20787,MUTS_ECOLI,Gene Ontology (cellular component),cytosol [GO:0005829]
20788,MUTS_ECOLI,Gene Ontology (molecular function),adenine/cytosine mispair binding [GO:0032136]
20789,MUTS_ECOLI,Gene Ontology (molecular function), ADP binding [GO:0043531]
20790,MUTS_ECOLI,Gene Ontology (molecular function), ATP binding [GO:0005524]
20791,MUTS_ECOLI,Gene Ontology (molecular function), ATP hydrolysis activity [GO:0016887]
20792,MUTS_ECOLI,Gene Ontology (molecular function), ATP-dependent DNA damage sensor activity [GO:0140664]
20793,MUTS_ECOLI,Gene Ontology (molecular function), damaged DNA binding [GO:0003684]
20794,MUTS_ECOLI,Gene Ontology (molecular function)," DNA binding, bending [GO:0008301]"
20795,MUTS_ECOLI,Gene Ontology (molecular function), identical protein binding [GO:0042802]
20796,MUTS_ECOLI,Gene Ontology (molecular function), mismatched DNA binding [GO:0030983]
20797,MUTS_ECOLI,Gene Ontology (cellular component), mismatch repair complex [GO:0032300]
